rt,14567
brexit,8676
…,6981
#brexit,3887
uk,3800
eu,3728
referendum,1937
’,1736
may,1594
...,1400
britain,1377
#voteleave,1373
leave,1315
£,1205
new,1193
vote,1175
people,1082
https,1074
via,1022
de,959
today,957
would,942
theresa,924
banks,884
great,841
la,795
el,752
reason,723
going,723
get,717
us,712
deal,708
says,694
british,687
good,673
back,664
il,663
immigration,644
country,614
al,613
trade,611
it's,605
:/,603
@lavoratoriperno,602
need,598
https://…,597
economy,596
must,595
scotland,588
#10milakmperilno,579
crisis,570
want,568
one,564
le,563
jobs,553
remain,540
con,538
year,537
set,537
e,530
like,526
business,525
see,516
well,515
don't,501
support,500
stop,499
say,491
control,487
government,484
plan,483
per,478
make,477
en,477
microsoft,471
#bbcqt,471
@nigel_farage,469
prices,469
pm,468
economic,462
referéndum,461
ukip,460
time,453
@renatapolverini,451
public,450
–,449
market,449
go,447
europe,447
campaign,444
news,440
#lavoratoriperilno,435
world,424
#itveuref,423
#referendum,422
help,421
cameron,419
london,418
means,417
un,408
wales,408
que,408
negotiations,408
right,408
reminder,405
@ukip,403
22,399
nhs,399
i'm,396
sun,391
backed,391
refugees,389
tax,389
could,386
politicians,381
future,381
#bbcdebate,380
del,380
constitutional,377
european,375
child,375
we're,375
voted,374
take,373
labour,369
su,366
hard,366
way,362
next,360
working,358
attacking,358
raise,356
#takecontrol,353
fear,353
northern,350
murdoch,350
nations,349
@anyabike,345
periodic,344
ireland,341
day,340
work,340
talks,339
another,339
10,337
gove,332
minister,323
free,319
big,317
first,314
mps,312
made,312
said,308
still,307
devolved,307
@benphillips76,303
david,302
https://t.co/csnxyjmik9,302
let's,302
borders,301
‘,301
sturgeon,299
live,298
percent,298
@uglnazionale,298
cost,298
clear,297
leaving,297
https://t.…,296
better,296
warned,295
security,295
years,292
@forza_italia,291
tappa,288
look,286
#frosinone,285
accept,283
@stefanocetica,283
won't,281
meeting,281
agree,279
week,277
times,276
watch,275
many,275
risk,273
think,272
pay,272
today's,272
#euref,272
party,271
single,267
result,266
businesses,265
city,263
di,261
wants,258
families,257
can't,257
part,257
know,257
https://t…,255
por,255
scottish,254
leaders,254
put,252
“,251
join,248
there's,247
boris,246
#ukip,246
even,242
farage,242
britain's,241
es,241
start,240
national,239
told,239
migration,238
didn't,237
”,237
money,237
keep,237
best,236
open,235
leader,234
believe,233
real,233
last,233
turkey,232
every,232
retweet,231
nicola,230
brussels,229
shows,228
line,228
show,228
#longtermeconomicplan,226
growth,226
election,226
post-brexit,225
come,222
revocatorio,222
voters,220
article,220
union,220
bbc,219
move,218
also,218
#eu,218
voting,217
read,217
post,217
debate,215
trying,214
much,214
stay,212
poll,212
1,212
thanks,209
plans,208
local,208
countries,207
lost,206
trump,205
outside,202
services,201
exactly,200
350m,199
parliament,198
tonight,196
huge,196
full,196
financial,196
million,195
hope,195
explained,195
michael,195
3,193
change,193
las,193
talking,193
morning,192
report,192
win,192
https://t.co/…,191
https://t.co/49bwsz5gxk,191
across,191
@verybritishdude,191
si,191
i'll,191
bob,191
wrong,190
http,190
home,189
strong,189
team,188
end,187
far,187
tough,186
mp,186
tell,185
2017,182
low,181
@davidjo52951945,181
non,181
direct,181
investment,179
@independent,178
never,177
i've,177
global,176
system,175
call,175
polls,174
since,173
please,173
state,173
govt,173
making,172
secretary,172
oggi,172
job,172
fra,171
listen,171
everyone,170
democracy,170
mean,169
talk,169
los,169
htt,169
positive,169
alle,168
england,168
welcome,167
se,166
needed,166
les,166
quit,165
really,165
leading,165
chief,164
that's,164
deliver,164
income,164
warns,164
we'll,164
..,164
speech,164
disaster,163
case,163
policy,162
@nicolasturgeon,162
together,162
high,161
ridiculous,161
bankers,160
already,160
top,159
poco,159
long,158
@claudiodurigon,158
done,157
#remain,156
taking,156
#latina,156
claim,155
hear,155
fantastic,154
@guardian,154
https://t.co…,154
@vote_leave,154
ore,154
tomorrow,154
che,153
@sturdyalex,153
telling,152
quitting,152
candidate,152
might,152
play,152
project,152
sell,152
qui,152
use,151
@leaveeuofficial,151
early,150
ahead,149
cannot,149
è,148
scary,148
two,148
convegno,148
delighted,147
tory,147
pueblo,147
@markgsparrow,146
doesn't,146
conservative,146
power,146
membership,146
governments,145
@borisjohnson,145
sister,145
billion,145
@annawilsoneu,144
pledge,144
#halloweencostume,144
short,144
#halloween,144
stronger,144
#brexitbus,144
#bremain,144
costume,144
geldolf,144
@lbc,144
-->,143
lose,143
industry,143
left,143
firms,143
@renatap,142
fast,142
@ministrybrexit,142
north,140
#taranto,140
clicca,140
@oltreilfatto,140
build,139
#uk,139
days,139
@marcuschown,138
politics,138
important,138
derecho,138
chance,138
risks,138
foreign,138
budget,137
share,137
forget,137
yet,137
este,136
deals,136
larger,136
place,135
2016,135
brits,135
sir,135
give,134
meet,134
coming,134
face,134
sample,133
para,133
davis,133
bank,133
isn't,133
ht,133
@leopoldolopez,133
haber,132
2nd,132
family,132
suspendido,132
luego,132
tories,132
west,132
anything,131
create,131
dije,131
posible,131
remainers,131
robarle,131
@kishan_devani,130
access,130
brilliant,130
@ft,130
less,130
nige,130
exp,129
they'll,129
major,128
pound,128
message,127
life,126
proud,126
june,126
involved,126
independence,126
study,125
dismiss,125
uk's,125
yo,125
needs,125
getting,124
mandate,124
political,124
due,124
#indyref2,124
video,123
president,123
thing,122
h,122
cut,122
helping,122
happened,122
nation,121
@vote_leavemedia,121
small,121
nigel,121
strategy,121
ever,121
exports,121
flexible,121
millionaire,120
looking,120
5,120
supporting,120
forward,120
lead,119
@lee_t_jenkins,119
@jolyonmaugham,119
stuff,118
claims,118
opinions,118
makes,118
mr,118
celebrities,118
got,117
k,117
@david_cameron,117
media,117
remember,117
steven,117
little,116
record,116
warning,116
#northernpowerhouse,116
latest,116
nothing,115
moment,115
here's,115
ed,115
promised,115
taxes,114
man,114
employment,114
growing,114
safer,114
50,114
law,114
become,113
may's,113
erlanger,112
sinking,112
side,111
key,111
nyt,111
w,111
reino,111
#snp,111
à,111
https://t.c…,111
«,110
unido,110
#strongerin,110
@instituteforgov,110
whole,110
ensure,110
impact,109
officially,109
thinking,109
investors,109
press,109
pinter,108
harold,108
independent,108
https://t.co/cuks4kleir,108
»,108
french,108
#projecthope,108
months,107
visit,107
sure,107
house,107
expert,107
referèndum,107
thursday,106
du,106
english,106
approach,106
without,105
secure,105
backing,105
table,105
#nicolas,105
property,105
choice,104
speaking,104
laws,104
irish,104
south,104
excellent,103
rise,103
let,103
@grassroots_out,103
york,103
funding,102
housing,102
st,102
bancos,101
building,101
ha,101
young,101
cloud,100
figures,100
falling,100
demand,100
always,100
find,100
hate,100
biggest,100
storms,99
gov,99
we've,98
extra,98
sector,98
worth,98
movement,98
campaigning,97
higher,97
event,97
group,96
offer,96
science,96
around,96
prime,96
war,96
miliband,96
rights,96
